job,education,balance,duration,y
unemployed,tertiary,14889,22,no
services,secondary,41,251,no
retired,tertiary,305,137,no
technician,secondary,1866,288,no
technician,secondary,103,109,no
management,tertiary,777,245,no
technician,tertiary,-89,195,no
management,tertiary,113,191,no
blue-collar,secondary,3578,45,no
management,tertiary,236,159,no
management,tertiary,5956,541,no
management,secondary,145,224,no
technician,primary,4243,387,no
management,tertiary,195,47,no
technician,tertiary,1082,264,no
blue-collar,secondary,0,131,no
admin.,primary,2281,82,no
admin.,secondary,308,197,no
blue-collar,tertiary,-534,22,no
blue-collar,primary,115,111,no
unemployed,tertiary,1974,775,no
management,tertiary,-970,489,yes
management,tertiary,0,47,no
management,,0,273,no
services,secondary,2,220,no
technician,secondary,2,71,no
unemployed,secondary,4497,213,no
technician,primary,284,177,no
management,tertiary,0,199,no
management,tertiary,73,426,yes
unemployed,secondary,553,125,no
unemployed,secondary,1058,515,no
services,secondary,372,94,no
blue-collar,primary,-10,316,no
management,tertiary,274,313,no
self-employed,tertiary,1223,193,no
services,secondary,342,127,no
management,tertiary,0,138,no
blue-collar,secondary,2338,232,no
management,tertiary,2142,41,no
management,tertiary,0,74,no
student,secondary,334,46,no
technician,secondary,-168,7,no
technician,secondary,-75,57,no
blue-collar,primary,354,239,no
blue-collar,secondary,414,147,no
blue-collar,secondary,1778,41,no
management,secondary,2442,97,no
unemployed,tertiary,1594,197,no
admin.,secondary,99,56,no
management,tertiary,641,147,no
admin.,secondary,167,346,no
blue-collar,primary,362,108,no
management,tertiary,222,111,no
housemaid,primary,618,69,no
unemployed,secondary,237,1052,no
management,tertiary,2937,173,no
admin.,secondary,298,207,no
admin.,secondary,531,279,no
management,tertiary,725,137,no
blue-collar,primary,454,23,no
blue-collar,secondary,201,71,no
blue-collar,primary,651,628,no
technician,secondary,694,97,no
services,tertiary,535,369,no
unemployed,secondary,1436,969,no
technician,primary,818,185,no
services,primary,198,976,yes
management,tertiary,427,85,no
unemployed,secondary,12495,279,no
blue-collar,secondary,481,38,no
admin.,secondary,260,453,no
unemployed,primary,1110,945,yes
admin.,secondary,313,403,no
technician,secondary,1532,279,no
technician,tertiary,3908,43,no
blue-collar,primary,805,136,no
management,tertiary,1639,207,no
blue-collar,secondary,557,388,no
technician,secondary,-24,33,no
technician,tertiary,4383,1381,yes
admin.,secondary,313,1121,yes
technician,secondary,273,2775,yes
services,secondary,314,114,no
management,tertiary,-191,674,no
blue-collar,secondary,558,708,no
management,secondary,-382,398,no
services,secondary,1162,159,no
student,secondary,334,195,no
retired,secondary,5737,11,no
technician,secondary,1072,136,no
admin.,secondary,264,159,no
blue-collar,primary,388,701,no
management,tertiary,2707,699,yes
management,tertiary,297,633,no
retired,primary,9160,229,no
blue-collar,primary,99,43,no
services,primary,549,205,no
management,primary,363,160,no
blue-collar,secondary,767,77,no
self-employed,tertiary,580,393,no
blue-collar,secondary,302,116,no
self-employed,tertiary,258,230,no
technician,secondary,63,98,no
entrepreneur,secondary,65,173,no
unemployed,secondary,3529,169,no
services,secondary,87,33,no
management,tertiary,14344,358,no
unemployed,secondary,11,257,no
technician,secondary,123,136,no
student,,198,161,no
technician,,10600,202,no
blue-collar,secondary,522,245,no
blue-collar,secondary,1387,185,no
management,primary,-417,81,no
entrepreneur,tertiary,16,48,no
management,tertiary,2849,335,no
blue-collar,secondary,1598,208,no
self-employed,secondary,923,139,no
unemployed,tertiary,361,1837,no
management,tertiary,0,71,no
management,tertiary,312,251,no
services,secondary,-212,71,no
services,secondary,3358,502,no
services,secondary,1281,237,no
services,secondary,-38,121,no
admin.,tertiary,541,100,no
admin.,secondary,367,89,no
unemployed,secondary,629,255,no
management,tertiary,2953,388,no
technician,secondary,0,744,yes
technician,secondary,728,393,no
technician,secondary,315,208,no
technician,secondary,858,617,no
management,tertiary,190,217,no
technician,secondary,0,1823,no
management,tertiary,122,787,no
management,tertiary,2976,134,no
blue-collar,secondary,426,153,no
management,tertiary,0,214,no
unemployed,secondary,0,532,no
management,tertiary,2281,230,yes
technician,tertiary,510,110,no
admin.,secondary,67,326,no
admin.,secondary,473,175,no
management,tertiary,21,89,no
blue-collar,secondary,-19,124,no
blue-collar,secondary,357,250,no
self-employed,secondary,2,236,no
technician,secondary,430,450,no
management,tertiary,0,427,no
services,secondary,116,319,no
technician,secondary,211,53,no
self-employed,tertiary,542,48,no
entrepreneur,tertiary,1145,36,no
unemployed,tertiary,0,15,no
unemployed,tertiary,111,98,no
admin.,secondary,648,101,no
admin.,secondary,1554,15,no
unemployed,tertiary,306,90,no
retired,primary,3738,188,no
management,tertiary,387,17,no
self-employed,tertiary,503,310,no
management,secondary,611,38,no
management,tertiary,2361,101,no
blue-collar,primary,103,170,no
technician,secondary,196,386,no
management,tertiary,2722,206,no
blue-collar,secondary,351,12,no
blue-collar,secondary,264,439,no
retired,secondary,700,69,no
blue-collar,secondary,53,459,no
unemployed,secondary,2424,93,no
blue-collar,primary,5798,58,no
unemployed,primary,510,258,no
management,primary,11,365,no
management,tertiary,346,178,yes
technician,tertiary,-1455,119,no
services,primary,443,41,no
unemployed,secondary,315,36,no
services,secondary,0,145,no
blue-collar,secondary,2780,81,no
technician,secondary,1139,67,no
admin.,secondary,309,24,no
blue-collar,secondary,76,198,no
blue-collar,secondary,300,166,no
management,tertiary,0,1423,no
management,tertiary,5927,256,no
admin.,secondary,6492,7,no
blue-collar,secondary,-157,354,no
management,tertiary,49,249,no
management,primary,392,148,no
technician,secondary,415,74,no
blue-collar,primary,1279,479,no
retired,primary,1532,286,no
blue-collar,secondary,1258,607,no
management,tertiary,0,787,yes
services,secondary,289,102,no
blue-collar,secondary,2074,183,no
unemployed,,11298,97,no
admin.,secondary,476,284,no
admin.,secondary,291,12,no
services,secondary,208,122,no
admin.,secondary,347,7,no
blue-collar,secondary,106,51,no
admin.,secondary,103,502,no
entrepreneur,secondary,1290,87,no
management,tertiary,182,27,no
unemployed,primary,2249,247,no
management,tertiary,105,415,no
management,tertiary,1918,61,no
unemployed,primary,15261,43,no
admin.,secondary,2174,191,no
management,secondary,844,12,no
self-employed,secondary,1245,8,no
technician,secondary,2088,15,no
housemaid,secondary,191,118,no
services,secondary,561,84,no
unemployed,tertiary,58,48,no
blue-collar,primary,48,433,no
unemployed,secondary,154,24,no
blue-collar,secondary,861,49,no
blue-collar,secondary,-376,90,no
management,tertiary,406,269,no
unemployed,secondary,1301,817,no
housemaid,tertiary,677,37,no
management,tertiary,153,65,no
unemployed,secondary,356,33,no
technician,secondary,0,91,no
management,tertiary,261,13,no
management,tertiary,8627,66,no
unemployed,primary,1323,207,no
self-employed,tertiary,627,208,no
management,secondary,0,112,no
technician,secondary,1066,109,yes
management,tertiary,2732,184,no
retired,,362,139,no
management,tertiary,36,61,no
admin.,tertiary,635,56,no
technician,secondary,2403,147,no
self-employed,tertiary,970,55,no
admin.,secondary,397,127,yes
admin.,tertiary,348,170,yes
management,primary,0,65,no
admin.,secondary,953,38,no
retired,secondary,1612,233,yes
management,tertiary,5943,196,yes
technician,secondary,335,226,yes
retired,,800,737,yes
retired,primary,315,154,yes
retired,primary,358,364,yes
unemployed,secondary,1047,83,yes
management,tertiary,131,332,yes
student,secondary,0,209,yes
technician,secondary,4101,146,yes
student,secondary,164,78,no
student,tertiary,807,74,no
self-employed,tertiary,503,118,no
management,tertiary,273,94,no
technician,secondary,349,48,no
retired,tertiary,1641,49,yes
management,tertiary,708,32,no
management,secondary,280,87,yes
unemployed,tertiary,576,156,yes
technician,tertiary,1636,165,yes
technician,secondary,5115,99,yes
technician,secondary,218,169,no
admin.,secondary,1595,54,no
management,tertiary,92,175,yes
admin.,secondary,602,143,yes
technician,secondary,293,499,yes
management,secondary,10180,180,yes
technician,secondary,126,229,no
management,secondary,268,61,no
unemployed,secondary,771,86,no
management,tertiary,883,112,yes
management,tertiary,256,227,yes
retired,secondary,8304,303,yes
technician,secondary,0,164,no
retired,secondary,6422,122,yes
management,tertiary,31,135,yes
management,secondary,171,93,yes
services,secondary,0,80,yes
admin.,tertiary,1332,156,yes
student,secondary,7387,93,no
management,tertiary,3665,325,no
admin.,secondary,2,194,yes
admin.,secondary,493,47,no
retired,tertiary,1292,89,no
unemployed,tertiary,377,74,no
management,tertiary,212,278,yes
management,secondary,2981,200,yes
admin.,secondary,6706,143,no
housemaid,primary,571,181,no
management,tertiary,1384,342,yes
management,tertiary,649,78,no
admin.,secondary,70,229,yes
technician,tertiary,122,277,no
student,secondary,213,378,yes
retired,tertiary,9676,234,yes
admin.,tertiary,255,96,no
management,tertiary,6495,78,no
services,secondary,260,248,no
management,tertiary,10469,202,no
admin.,secondary,285,427,no
blue-collar,tertiary,172,1176,yes
technician,tertiary,393,165,yes
blue-collar,secondary,2422,257,no
services,secondary,2070,74,no
management,tertiary,457,510,no
blue-collar,secondary,13408,647,no
management,tertiary,480,173,no
management,tertiary,753,2870,no
admin.,tertiary,1683,277,no
technician,secondary,0,748,no
technician,secondary,508,598,no
housemaid,primary,403,144,no
admin.,secondary,1342,80,no
technician,tertiary,113,1012,no
retired,primary,4066,104,no
admin.,tertiary,233,77,no
student,tertiary,193,48,no
management,tertiary,414,707,yes
management,secondary,1150,660,no
unemployed,secondary,1943,273,no
blue-collar,secondary,1613,296,yes
technician,tertiary,54,204,no
admin.,secondary,779,219,no
blue-collar,secondary,382,254,no
admin.,secondary,1280,916,no
blue-collar,secondary,-73,551,no
blue-collar,secondary,790,173,no
management,secondary,8262,150,no
admin.,secondary,462,272,no
technician,tertiary,948,223,no
admin.,secondary,1207,1353,yes
admin.,secondary,2554,125,no
admin.,secondary,271,60,no
management,tertiary,561,104,no
technician,primary,744,1096,no
services,secondary,387,327,no
admin.,secondary,963,479,no
admin.,secondary,2591,389,no
management,tertiary,167,189,no
technician,tertiary,1174,436,no
services,secondary,167,255,no
blue-collar,primary,1064,311,no
blue-collar,secondary,1130,1063,no
services,secondary,1746,15,no
admin.,secondary,356,244,no
services,secondary,600,277,no
blue-collar,primary,446,594,no
technician,secondary,2847,327,yes
blue-collar,secondary,6994,169,no
blue-collar,secondary,1822,952,yes
technician,tertiary,458,2129,no
self-employed,secondary,522,241,no
technician,secondary,303,150,yes
entrepreneur,tertiary,2310,120,no
services,primary,821,426,no
retired,secondary,1443,245,yes
unemployed,secondary,2000,58,no
blue-collar,primary,189,119,no
admin.,secondary,5,110,no
blue-collar,secondary,370,249,no
management,tertiary,24,169,no
management,tertiary,1377,548,yes
blue-collar,secondary,2580,1691,yes
blue-collar,secondary,562,280,no
admin.,primary,546,40,no
blue-collar,primary,2730,105,no
management,tertiary,272,85,no
unemployed,secondary,438,272,no
management,tertiary,1198,278,no
blue-collar,primary,5131,348,no
services,secondary,3186,104,no
blue-collar,secondary,177,62,no
blue-collar,secondary,664,290,no
blue-collar,secondary,501,132,no
technician,secondary,1590,121,no
blue-collar,secondary,1554,385,no
services,secondary,404,208,no
technician,tertiary,1161,236,no
management,tertiary,0,244,no
services,secondary,0,1006,yes
technician,tertiary,816,520,no
entrepreneur,tertiary,-961,294,no
management,tertiary,1599,407,yes
services,secondary,84,1101,yes
admin.,secondary,587,239,no
blue-collar,secondary,863,565,no
technician,tertiary,318,401,no
self-employed,tertiary,13669,255,no
blue-collar,primary,5445,391,no
technician,secondary,765,850,yes
admin.,secondary,1159,114,no
services,secondary,489,332,no
admin.,secondary,395,258,no
blue-collar,primary,7685,493,no
,,2235,300,yes
blue-collar,primary,875,189,no
services,secondary,2904,201,no
services,tertiary,877,61,no
management,secondary,587,223,yes
management,tertiary,1944,238,no
entrepreneur,primary,726,87,no
blue-collar,secondary,4,692,no
technician,tertiary,0,217,no
services,secondary,-55,601,no
blue-collar,secondary,1738,349,no
blue-collar,primary,12048,103,no
self-employed,secondary,8112,75,no
management,tertiary,4020,251,no
management,tertiary,2173,871,no
blue-collar,secondary,649,668,yes
retired,,853,120,no
management,tertiary,5698,437,no
technician,secondary,439,1038,yes
blue-collar,primary,2656,1187,no
blue-collar,secondary,484,309,no
housemaid,secondary,-613,266,no
technician,secondary,2660,158,no
technician,tertiary,1393,540,no
unemployed,tertiary,1801,838,yes
technician,secondary,0,137,no
blue-collar,primary,453,176,no
blue-collar,secondary,1232,258,no
technician,secondary,2189,67,no
management,secondary,-665,324,no
blue-collar,secondary,13654,528,no
technician,secondary,-54,172,no
management,tertiary,2687,58,no
blue-collar,,431,493,no
blue-collar,secondary,2964,177,no
blue-collar,primary,10045,617,no
management,tertiary,1300,211,no
self-employed,tertiary,1354,270,no
blue-collar,primary,887,54,no
unemployed,tertiary,302,670,no
management,tertiary,3751,75,no
management,tertiary,691,517,no
technician,secondary,952,536,no
admin.,primary,9,323,no
entrepreneur,secondary,1375,272,no
